nwid,filename
NWD865658,8490981128_R08C01.gtc.txt
NWD727965,8490981106_R03C01.gtc.txt
NWD389753,7778691125_R06C01.gtc.txt
NWD384783,8391270011_R08C01.gtc.txt
NWD285022,8391270030_R01C01.gtc.txt
NWD723326,7822736005_R03C01.gtc.txt
NWD622675,7822710005_R08C01.gtc.txt
NWD809827,8391270168_R06C01.gtc.txt
NWD269833,7778712004_R08C01.gtc.txt
NWD184907,7731172092_R02C01.gtc.txt
NWD806797,8391296045_R01C01.gtc.txt
NWD108798,7800254053_R07C01.gtc.txt
NWD245270,8391270054_R03C01.gtc.txt
NWD821034,7802997083_R01C01.gtc.txt
NWD785968,8391296016_R02C01.gtc.txt
NWD664132,7802997155_R05C01.gtc.txt
NWD500990,7731172091_R06C01.gtc.txt
NWD896277,7800254102_R05C01.gtc.txt
NWD144716,7778704160_R03C01.gtc.txt
NWD171090,8391245118_R07C01.gtc.txt
NWD166798,7731172095_R05C01.gtc.txt
NWD427328,7778704013_R07C01.gtc.txt
NWD795202,8391296040_R08C01.gtc.txt
NWD571985,7778721167_R05C01.gtc.txt
NWD162512,7778704162_R04C01.gtc.txt
NWD765236,8478359182_R01C01.gtc.txt
NWD395643,8391261118_R02C01.gtc.txt
NWD749816,7775626012_R02C01.gtc.txt
NWD708465,8391288066_R02C01.gtc.txt
NWD416363,8478359133_R02C01.gtc.txt
NWD899430,8391288077_R08C01.gtc.txt
NWD603447,8391261047_R01C01.gtc.txt
NWD136294,8391296159_R07C01.gtc.txt
NWD382937,8478359069_R04C01.gtc.txt
NWD520507,8490981058_R08C01.gtc.txt
NWD683120,8391270038_R02C01.gtc.txt
NWD176422,7802997178_R08C01.gtc.txt
NWD452515,8490981106_R08C01.gtc.txt
NWD838283,8391296134_R04C01.gtc.txt
NWD901903,8391261135_R08C01.gtc.txt
NWD237981,8478359055_R02C01.gtc.txt
NWD124946,8391270038_R04C01.gtc.txt
NWD441819,8478359094_R07C01.gtc.txt
NWD427030,8391288164_R04C01.gtc.txt
NWD495401,7731172128_R07C01.gtc.txt
NWD679262,7778691085_R07C01.gtc.txt
NWD791984,8391270083_R06C01.gtc.txt
NWD738088,7802997083_R05C01.gtc.txt
NWD183310,8391296125_R06C01.gtc.txt
NWD411053,7778704092_R06C01.gtc.txt
NWD874226,7778691046_R05C01.gtc.txt
NWD199425,7822728002_R06C01.gtc.txt
NWD966072,8391245099_R03C01.gtc.txt
NWD427239,8391270125_R04C01.gtc.txt
NWD145801,8391261149_R02C01.gtc.txt
NWD722413,8490981003_R06C01.gtc.txt
NWD833731,8478359007_R03C01.gtc.txt
NWD923076,8490981053_R03C01.gtc.txt
NWD999589,8478359004_R05C01.gtc.txt
NWD257035,7778691001_R07C01.gtc.txt
NWD883963,8391296147_R04C01.gtc.txt
NWD709472,8478359065_R05C01.gtc.txt
NWD982670,8494893020_R03C01.gtc.txt
NWD437657,7731172012_R03C01.gtc.txt
NWD252059,7802997143_R02C01.gtc.txt
NWD815676,8391288056_R06C01.gtc.txt
NWD515564,7802997122_R07C01.gtc.txt
NWD316702,8495044094_R06C01.gtc.txt
NWD707016,8391296139_R07C01.gtc.txt
NWD295229,8391270121_R04C01.gtc.txt
NWD336914,8391296168_R01C01.gtc.txt
NWD375410,9270003087_R08C01.gtc.txt.gz
NWD930308,9270003095_R03C01.gtc.txt.gz
NWD779260,9347475021_R06C01.gtc.txt.gz
NWD754569,9239941115_R07C01.gtc.txt.gz
NWD452852,9239941043_R03C01.gtc.txt.gz
NWD333946,9299812168_R02C01.gtc.txt.gz
NWD661065,9347431036_R04C01.gtc.txt.gz
NWD487763,9270003137_R05C01.gtc.txt.gz
NWD882962,9299812019_R04C01.gtc.txt.gz
NWD427664,9347431082_R07C01.gtc.txt.gz
NWD933113,9270003097_R01C01.gtc.txt.gz
NWD269403,9347431076_R03C01.gtc.txt.gz
NWD297203,9270003083_R06C01.gtc.txt.gz
NWD593248,9299811108_R02C01.gtc.txt.gz
NWD354264,9299812130_R06C01.gtc.txt.gz
NWD870227,9270003094_R01C01.gtc.txt.gz
NWD657106,9347475015_R05C01.gtc.txt.gz
NWD297478,9299812128_R07C01.gtc.txt.gz
NWD700742,9299812091_R08C01.gtc.txt.gz
NWD518526,9347475075_R06C01.gtc.txt.gz
NWD786922,9347475032_R08C01.gtc.txt.gz
NWD924884,9347431085_R06C01.gtc.txt.gz
NWD389665,9270003133_R01C01.gtc.txt.gz
NWD312007,9270003083_R05C01.gtc.txt.gz
NWD471394,9270003089_R08C01.gtc.txt.gz
NWD262052,9299812129_R02C01.gtc.txt.gz
NWD457210,9347475101_R08C01.gtc.txt.gz
NWD362925,9270003089_R06C01.gtc.txt.gz
NWD870658,9347475062_R02C01.gtc.txt.gz
NWD538666,9258111068_R05C01.gtc.txt.gz
NWD465042,9347431164_R08C01.gtc.txt.gz
NWD635137,9299812128_R05C01.gtc.txt.gz
NWD576595,9299812129_R03C01.gtc.txt.gz
NWD820831,9270003089_R03C01.gtc.txt.gz
NWD506832,9347431145_R06C01.gtc.txt.gz
NWD919075,9298741076_R04C01.gtc.txt.gz
NWD510175,9347431166_R03C01.gtc.txt.gz
NWD822881,9347475101_R05C01.gtc.txt.gz
NWD158297,9347431039_R02C01.gtc.txt.gz
NWD215810,9347475081_R03C01.gtc.txt.gz
NWD994792,9270003155_R05C01.gtc.txt.gz
NWD176298,9347431076_R04C01.gtc.txt.gz
NWD987527,9347475083_R05C01.gtc.txt.gz
NWD625422,9347431108_R01C01.gtc.txt.gz
NWD505075,9347475037_R02C01.gtc.txt.gz
NWD682179,9347431030_R05C01.gtc.txt.gz
NWD340797,9270003162_R02C01.gtc.txt.gz
NWD605757,9347431095_R08C01.gtc.txt.gz
NWD469544,9347431101_R06C01.gtc.txt.gz
NWD254696,9270003094_R08C01.gtc.txt.gz
NWD281728,9299812039_R02C01.gtc.txt.gz
NWD988023,9298741075_R07C01.gtc.txt.gz
NWD906189,9299811126_R06C01.gtc.txt.gz
NWD249711,9347431149_R06C01.gtc.txt.gz
NWD632980,9258111160_R04C01.gtc.txt.gz
NWD555479,9270003141_R07C01.gtc.txt.gz
NWD141840,9347475020_R08C01.gtc.txt.gz
NWD648361,9270003152_R07C01.gtc.txt.gz
NWD615470,9299812077_R06C01.gtc.txt.gz
NWD770274,9347475029_R04C01.gtc.txt.gz
NWD250654,9347475035_R02C01.gtc.txt.gz
NWD418885,9347475010_R06C01.gtc.txt.gz
NWD823420,9347431166_R07C01.gtc.txt.gz
NWD873892,9270003079_R04C01.gtc.txt.gz
NWD654095,9347475083_R03C01.gtc.txt.gz
NWD501414,9270003079_R05C01.gtc.txt.gz
NWD968761,9347475045_R02C01.gtc.txt.gz
NWD425750,9347431106_R07C01.gtc.txt.gz
NWD458438,9299812024_R03C01.gtc.txt.gz
NWD881023,9347475085_R02C01.gtc.txt.gz
NWD963986,9347431091_R02C01.gtc.txt.gz
NWD669226,9258111222_R07C01.gtc.txt.gz
NWD899921,9299812128_R06C01.gtc.txt.gz
NWD258380,9299812039_R01C01.gtc.txt.gz
NWD160095,9270003156_R08C01.gtc.txt.gz
NWD132066,9347475024_R01C01.gtc.txt.gz
NWD277258,9270003156_R02C01.gtc.txt.gz
NWD399844,9270003162_R08C01.gtc.txt.gz
NWD226297,9270003155_R06C01.gtc.txt.gz
NWD187252,9347475076_R08C01.gtc.txt.gz
NWD452997,9270003137_R04C01.gtc.txt.gz
NWD654143,9270003095_R01C01.gtc.txt.gz
NWD392658,9347431154_R06C01.gtc.txt.gz
NWD375948,9347475029_R05C01.gtc.txt.gz
NWD333044,9270003117_R06C01.gtc.txt.gz
NWD117558,9347431101_R05C01.gtc.txt.gz
NWD785476,9347431162_R08C01.gtc.txt.gz
NWD680335,9347431115_R04C01.gtc.txt.gz
NWD478130,9347431162_R06C01.gtc.txt.gz
NWD567296,9347475089_R03C01.gtc.txt.gz
NWD900236,9347431156_R02C01.gtc.txt.gz
NWD797919,9347475047_R05C01.gtc.txt.gz
NWD778489,9347475015_R03C01.gtc.txt.gz
NWD244458,9299812128_R04C01.gtc.txt.gz
NWD156624,9270003117_R05C01.gtc.txt.gz
NWD232317,9347431036_R08C01.gtc.txt.gz
NWD576746,9299812078_R01C01.gtc.txt.gz
NWD433162,9347431120_R05C01.gtc.txt.gz
NWD143146,9299812078_R03C01.gtc.txt.gz
NWD184844,9347431145_R03C01.gtc.txt.gz
NWD130592,9347431150_R02C01.gtc.txt.gz
NWD790792,9347431065_R06C01.gtc.txt.gz
NWD211858,9347475056_R05C01.gtc.txt.gz
NWD859045,9347431039_R06C01.gtc.txt.gz
NWD865760,9270003117_R03C01.gtc.txt.gz
NWD269492,9270003160_R03C01.gtc.txt.gz
NWD232750,9347431166_R08C01.gtc.txt.gz
NWD979274,9347431152_R06C01.gtc.txt.gz
NWD159667,9347431166_R02C01.gtc.txt.gz
NWD793918,9299811108_R07C01.gtc.txt.gz
NWD616813,9347431060_R03C01.gtc.txt.gz
NWD266772,9298741075_R01C01.gtc.txt.gz
NWD607481,9347431090_R07C01.gtc.txt.gz
NWD974835,9299811126_R03C01.gtc.txt.gz
NWD209265,9270003155_R02C01.gtc.txt.gz
NWD600151,9347431159_R04C01.gtc.txt.gz
NWD484947,9299812112_R08C01.gtc.txt.gz
NWD846048,9347475008_R05C01.gtc.txt.gz
NWD349592,9299812105_R06C01.gtc.txt.gz
NWD830271,9347475052_R01C01.gtc.txt.gz
NWD159860,9347475011_R02C01.gtc.txt.gz
NWD106483,9258111068_R01C01.gtc.txt.gz
NWD359326,9270003156_R04C01.gtc.txt.gz
NWD813812,9347475113_R06C01.gtc.txt.gz
NWD600350,9347431167_R01C01.gtc.txt.gz
NWD997199,9347475021_R02C01.gtc.txt.gz
NWD543694,9347475069_R06C01.gtc.txt.gz
NWD133239,9299812122_R05C01.gtc.txt.gz
NWD774001,9347431091_R06C01.gtc.txt.gz
NWD608943,9299812077_R02C01.gtc.txt.gz
NWD605196,9347475015_R07C01.gtc.txt.gz
NWD487680,9347431165_R02C01.gtc.txt.gz
NWD912019,9347475056_R06C01.gtc.txt.gz
NWD997886,9347431123_R08C01.gtc.txt.gz
NWD736316,9347431150_R07C01.gtc.txt.gz
NWD255904,9270003152_R01C01.gtc.txt.gz
NWD398869,9258111068_R02C01.gtc.txt.gz
NWD695976,9270003162_R07C01.gtc.txt.gz
NWD384161,9299812102_R07C01.gtc.txt.gz
NWD633108,9239941043_R01C01.gtc.txt.gz
NWD109923,9270003086_R02C01.gtc.txt.gz
NWD852688,9239943060_R08C01.gtc.txt.gz
NWD910286,9347431088_R04C01.gtc.txt.gz
NWD836485,9270003142_R08C01.gtc.txt.gz
NWD488590,9299811126_R05C01.gtc.txt.gz
NWD780843,9347431030_R02C01.gtc.txt.gz
NWD981309,9299812024_R05C01.gtc.txt.gz
NWD827943,9299811134_R01C01.gtc.txt.gz
NWD966054,9299812129_R06C01.gtc.txt.gz
NWD885312,9299812168_R01C01.gtc.txt.gz
NWD324299,9299812145_R05C01.gtc.txt.gz
NWD707704,9299812145_R04C01.gtc.txt.gz
NWD138233,9347431160_R08C01.gtc.txt.gz
NWD111897,9299812152_R05C01.gtc.txt.gz
NWD590545,9347475009_R02C01.gtc.txt.gz
NWD973334,9270003099_R06C01.gtc.txt.gz
NWD530055,9270003133_R08C01.gtc.txt.gz
NWD313187,9347431115_R08C01.gtc.txt.gz
NWD160894,9347475081_R06C01.gtc.txt.gz
NWD251660,9347431156_R04C01.gtc.txt.gz
NWD148466,9299811145_R04C01.gtc.txt.gz
NWD668394,9347475009_R01C01.gtc.txt.gz
NWD155479,9299811125_R03C01.gtc.txt.gz
NWD855330,9347431039_R07C01.gtc.txt.gz
NWD253987,9347475045_R03C01.gtc.txt.gz
NWD910987,9270003168_R02C01.gtc.txt.gz
NWD236164,9347431039_R08C01.gtc.txt.gz
NWD883916,9299811149_R07C01.gtc.txt.gz
NWD768052,9347475021_R08C01.gtc.txt.gz
NWD726039,9298741102_R01C01.gtc.txt.gz
NWD808255,9347475050_R03C01.gtc.txt.gz
NWD374356,9299812105_R07C01.gtc.txt.gz
NWD741291,9347475060_R03C01.gtc.txt.gz
NWD497347,9347475056_R08C01.gtc.txt.gz
NWD770915,9347431149_R07C01.gtc.txt.gz
NWD604741,9239943060_R04C01.gtc.txt.gz
NWD214314,9347431163_R05C01.gtc.txt.gz
